classic_mean,classic_std,hybrid_mean,hybrid_std,classic_w_hint_mean,classic_w_hint_std,slowdown,slowdown_w_hints,msgs_per_cycle,num_cycles
0.3047013600065839,0.0091429380419779,0.25778012999217026,0.006591416888767841,0.40116399000398817,0.00929002441076769,0.8460091218056928,0.6425804319814636,100,10
